sample_id,consensus_insertion_auc,consensus_expert_roi,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
64092030_1924652166_4_left_subarticular_stenosis_l2_l3,0.5687088776379824,0.2226443737745285,0.13400885286334902,0.13739425479232725,0.15001318118004506,0.14873852366861243,0.14840934472098188,0.1512341396456463,0.1302017031290381
64092030_3762658078_5_left_neural_foraminal_narrowing_l1_l2,0.9489155292510986,0.17377981543540955,0.14560904676150768,0.1334418480521446,0.14286888886815546,0.1408762180148445,0.14633672948323814,0.14231299179300352,0.1485542770271061
74782131_2762032004_6_right_neural_foraminal_narrowing_l5_s1,0.5894652545452118,0.25450292229652405,0.11380300096947463,0.13863209578226446,0.14840614428124074,0.15211288521380295,0.15492259199311542,0.1455813119935767,0.14654196976652514
74782131_3401861580_5_left_subarticular_stenosis_l2_l3,0.9793410450220108,0.2538185715675354,0.14493396278226828,0.1499313567229419,0.13763553154832392,0.13284823584771802,0.1499821708264009,0.13510339206906777,0.14956535020327918
85480902_272934052_17_left_subarticular_stenosis_l5_s1,0.4240692481398582,0.27266255021095276,0.13796327458643667,0.1419633086873462,0.1433724960253525,0.1440434689055056,0.14705810743141115,0.1455287480977343,0.1400705962662136
85480902_902386811_11_left_neural_foraminal_narrowing_l5_s1,0.582082050666213,0.23486068844795227,0.12472346326575061,0.14111663792101,0.14508021228790685,0.14856398729252973,0.1441177160066969,0.14951435127624438,0.14688363194986148
85480902_3748857198_8_spinal_canal_stenosis_l3_l4,0.9011398628354073,0.2525496184825897,0.15095112456924462,0.12290602715075713,0.14595897846148378,0.14479457433212137,0.14573022006606817,0.14399163001223025,0.14566744540809468
86250890_300671486_18_left_neural_foraminal_narrowing_l3_l4,0.47498363777995106,0.21775658428668976,0.13119965928334631,0.17133085100134463,0.13575364197335082,0.13798399968473546,0.15577308127969908,0.12910530968273953,0.1388534570947841
86250890_1607180289_14_left_subarticular_stenosis_l2_l3,0.4845832172781229,0.23098699748516083,0.13437955010774286,0.12872148996030047,0.14725086833943282,0.14847583774091536,0.1438618642213974,0.15064342286531682,0.1466669667648942
87937369_234828727_5_left_neural_foraminal_narrowing_l5_s1,0.4774139296263456,0.16334056854248047,0.12583992897826202,0.13631816773428868,0.14716308038145381,0.14713658221928091,0.14922744348824293,0.1495845419301494,0.14473025526832223
87937369_2405188639_2_left_subarticular_stenosis_l4_l5,0.43149627223610887,0.2001342624425888,0.14827155052045757,0.12702344619868328,0.15044708138072785,0.14842038862047724,0.13232152128534438,0.1436094717544406,0.14990654023986905
87937369_4096023265_9_spinal_canal_stenosis_l3_l4,0.9510085314512252,0.20345576107501984,0.12232152402407794,0.13829442027401972,0.14905811046349352,0.14894149522403297,0.14594565626711944,0.1467973930819299,0.1486414006653264
89637298_666691702_12_left_neural_foraminal_narrowing_l3_l4,0.7414011567831039,0.2303280532360077,0.14352392382396412,0.12253585024022269,0.1467333200054628,0.14401199030460127,0.14736349139739335,0.14821310403083174,0.14761832019752388
89637298_2188742243_48_right_subarticular_stenosis_l4_l5,0.6883880835026502,0.22247549891471863,0.11734493312568728,0.12083088900273466,0.16073680835339457,0.15882013292918937,0.13368723145876854,0.16536450787756393,0.14321549725266172
90711686_750049445_2_left_neural_foraminal_narrowing_l3_l4,0.5831677995622159,0.22620226442813873,0.12623762258357013,0.15443249864188205,0.1456496935259124,0.14679200060753492,0.14607597005616435,0.14623993738491464,0.13457227720002157
90711686_1614973506_8_left_subarticular_stenosis_l2_l3,0.9464791506528855,0.2442193180322647,0.14969734921313163,0.14747227662718496,0.130821559557659,0.13811671137256426,0.14833854862283588,0.1370578780272737,0.14849567657935053
90711686_1968835546_7_spinal_canal_stenosis_l3_l4,0.8679057970643045,0.22228975594043732,0.1427286165635783,0.14920971046951648,0.14580048846486438,0.14267842643306888,0.1506124799154624,0.12967648409175353,0.13929379406175613
